ID;Title;Description;Acronym;Image;Geographical focus;Related concepts;Themes;Start date;End date;Budget Currency;Budget value;Budget value USD;website;Contact info;Staff;Donors;Implementers;Data provider
"MOD:859";"Strengthening Proximity Justice in Rwanda (SPJR)";"The aim of the programme is through the work of RCN Justice et Democratie to enable citizen participation in proximity justice; facilitate constructive dialogue and raise awareness about the rights and duties of the population, the law and the functioning of proximity justice; seek to safeguard the rights of vulnerable and marginalized groups in particular women’s access to justice and participation in decision making; promote the role of civil society and reinforce the capacity of CSOs to fulfil their mandate; provide support to  local authorities to enable them to discharge their duties, including capacity building, knowledge transfer, coaching and materials; conduct and disseminate original research and engage decision makers with evidence-based advocacy; and support exchanges at local and national level between proximity justice and civil society actors.";"";"";"RWA";"advocacy;capacity building;research;women";"Land & Gender";"2015-08-31";"2018-12-31";"USD";"5900000";"5900000";"";"";"";"Swedish International Development Cooperation Agency (SIDA)";"RCN Justice & Démocratie";"Global Donor Platform for Rural Development"
"MOD:145";"Land Administration Project II";"The project aims to provide the population in the project Area with improved, decentralized land administration services, including better access to and more accurate information on property records and transactions. 

Project components include: (i) Policy and Institutional Strengthening, (ii) Cadastral Surveying and Land Regularization, (iii) Demarcation of Protected Areas, and (iv) Strengthening Land Rights of the Miskito indigneous people   .";"";"";"HND";"land administration;land dispute;land dispute resolution;land governance;land law;land policies;land tenure systems;land use planning;legal empowerment;security of tenure (land);title deed";"Land Conflicts";"2011-06-30";"2017-01-31";"USD";"32800000";"32800000";"";"Mary Lisbeth Gonzalez, The World Bank, +1 (202) 458-8894 <mlgonzalez@worldbank.org>";"";"World Bank Group";"";"Global Donor Platform for Rural Development"
"MOD:146";"Land Administration II";"The objective is to foster the process of achieving land tenure security in the project area through the provision of efficient and accessible cadastral and land administration services. Activities focuse on: (a)cadastral and land regularization, (b) maintenance of cadastral information and municipal services, and (c) legal reforms and institutional strengthening.";"";"";"GTM";"customary law;customary tenure;eviction;indigenous land rights;indigenous peoples;land administration;land dispute;land dispute resolution;land governance;land law;land policies;land rights;land tenure systems;security of tenure (land);title deed;women";"Land Conflicts;Land & Gender;Indigenous & Community Land Rights";"2006-12-31";"2015-09-30";"USD";"51300000";"51300000";"";"Enrique Pantoja, The World Bank, +1 (202) 473-2516 <epantoja@worldbank.org>";"";"World Bank Group";"";"Global Donor Platform for Rural Development"
"MOD:391";"Development of fiscal cadaster system";"Improving the economic and legal conditions, procedures, and instruments for a functioning real estate market.";"";"";"MNG";"customary law;customary tenure;eviction;indigenous land rights;indigenous peoples;land administration;land governance;land law;land rights;land tenure systems;land use planning;legal empowerment;security of tenure (land);women";"Land & Gender;Indigenous & Community Land Rights";"2011-07-31";"2013-03-31";"USD";"330000";"330000";"";"";"";"German Federal Ministry for Economic Cooperation and Development";"Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH";"Global Donor Platform for Rural Development"
"MOD:390";"Program to support decentralization";"The structures and processes for an advantageous  and demand- oriented as well as inclusive governance have improved at all state levels";"";"";"PHL";"land access;land governance;land law;land ownership;land tenure";"";"2009-09-30";"2013-06-30";"USD";"5690000";"5690000";"";"";"";"German Federal Ministry for Economic Cooperation and Development";"";"Global Donor Platform for Rural Development"
"MOD:393";"Support  in the Administration  of state owned agricultural land in Kazakhstan (BMELV/BVVG)";"The project aims at supporting government institutions dealing with land management assignments with a special focus on the management of state owned agricultural land, analysis of the current situation, review of legal framework advisory support in organizing  lease valuation of agricultural land, management  of lease and sales contracts,  privatization strategies, land market development";"";"";"KAZ";"fisheries;forest land;land access;land acquisitions;land administration;land governance;land investments;land law;land markets;land policies;land rights;land tenure systems;land transfers;land valuation;public ownership;security of tenure (land);state property;title deed";"Land & Investments;Forest Tenure";"2013-06-30";"2016-12-31";"";"";"";"";"";"";"German Federal Ministry for Economic Cooperation and Development";"";"Global Donor Platform for Rural Development"
"MOD:394";"Cadastre and land registry (BMZ/KfW)";"Introduction of an all-encompassing and multi-functional cadastre and land registry, digitalization and updating of an already existing soil atlas";"";"";"GEO";"land";"";"2000-01-31";"2011-09-30";"";"";"";"";"";"";"German Federal Ministry for Economic Cooperation and Development";"";"Global Donor Platform for Rural Development"
"MOD:396";"Contribution to the protection of land rights";"The share of the Cambodian population having a legally protected access to land is socially balanced and has furthermore increased on the base of a spatial overall plan";"";"";"KHM";"land access;land acquisitions;land administration;land governance;land investments;land law;land tenure systems;land transfers;land use planning;security of tenure (land)";"Land & Investments";"2011-01-31";"2014-06-30";"USD";"9540000";"9540000";"";"Adalbert Eberhardt, GIZ <adalbert.eberhardt@giz.de>";"";"German Federal Ministry for Economic Cooperation and Development";"Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH";"Global Donor Platform for Rural Development"
"MOD:399";"Mpumalanga Rural Development Programme (MRDP)";"The strategies for rural development and the mechanisms of  cooperation of the sector authorities in the province of Mpumalanga have improved and are being implemented on the local level under the direction of the Ministry of Agriculture ";"";"";"ZAF";"land administration;land tenure systems;land use planning;security of tenure (land)";"";"2009-09-30";"2013-03-31";"USD";"7760000";"7760000";"";"";"";"German Federal Ministry for Economic Cooperation and Development";"";"Global Donor Platform for Rural Development"
"MOD:984";"Policy Coordination and Dialogue for Reducing Poverty and Inequalities in Semi-Arid North-east Brazil (Dom Helder Camara Phase II)";"The project aims to reduce rural poverty and inequality in the semi-arid north-east of Brazil through improving policy dialogue, territorial planning and coordination of public policies and programmes, directly benefitting 74,000 households. The core project area includes 129 municipalities in nine Territories of Citizenship in seven states of Brazil’s north-eastern semi-arid region. Participants in state-level projects co-funded by IFAD in the states of Bahia, Ceará, Paraíba, Piaui and Sergipe will also benefit from innovations and successful experiences tested by the project.

On land and natural resource governance, the project intends to encourage and support the creation of young people' groups who want to settle as agricultural producers through the National Land Credit Programme (Programa Nacional de Crédito Fundiário, PNCF) or other land access policies. The project will support the access of the youth to the land programmes.";"";"";"BRA";"land access;land acquisitions;land distribution;land reform;land transfers";"";"2014-08-31";"2020-09-30";"USD";"415000";"415000";"http://operations.ifad.org/web/ifad/operations/country/project/tags/brazil/1620/project_overview";"Harold Liversage, IFAD <h.liversage@ifad.org>";"";"International Fund for Agricultural Development (IFAD)";"Government of Brazil;Ministério do Desenvolvimento Social e Agrário (Brazil)";"Global Donor Platform for Rural Development"
